Ticket_ID,Communication_Log,Contact_Type
319987,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Kalender 
Zu Planungszwecken benötigt wird ein Ganzjahreskalender 
Aktionsplan 
Evidenz richtet eine Excel-Vorlage ein. 
Lösung war 
Ich habe ihnen im Listenassistenten eine Vorlage ""Kalender"" eingerichtet. Dieser gibt jeden einzelnen Veranstaltungstag in einer Kalendermatrix aus. Im Blatt ""Einstellungen"" können Sie den angezeigten Inhalt definieren. Im Kalenderblatt selbst können Sie oben 10 Suchbegriffe für Farbunterscheidungen eintragen. Momentan habe ich diese aktuell mit den Themenbereichskürzeln belegt, aber Sie können dort z.B. stattdessen auch nach Orten oder Trainern unterscheiden. 
Wichtig: Oben links in der Ecke müssen Sie das anzuzeigende Jahr auswählen.",eMail evidenz
319988,"da andere Unternehmen zum Geburtstag Glückwünsche und Gutscheine versenden wollte ich fragen welche Möglichkeit es dazu bei Evidenz gibt, dies mit dem Geburtsdatum zu verküpfen?
Oder läuft das dort eher über einen Shop-Plug-in?
 
Mit herzlichen",eMail Kunde
319988,"SC Abgeschlossen Lösung:also das Feld Geburtstdatum ist bei uns mit keinen anderen Daten verknüpft. Das ist ein einfaches Anzeigefeld.
Sie bekommen also lediglich das Geburtsdatum und das damit verbundene Alter zum aktuellen Zeitpunkt angezeigt.
Mehr geht damit (noch) nicht.",dummy
319988,"also das Feld Geburtsdatum ist bei uns mit keinen anderen Daten verknüpft. Das ist ein einfaches Anzeigefeld. 
Sie bekommen also lediglich das Geburtsdatum und das damit verbundene Alter zum aktuellen Zeitpunkt angezeigt. 
Mehr geht damit (noch) nicht.",eMail evidenz
319989,Neuer SC per Telefon Problem: Excel Liste,dummy
319989,"SC Abgeschlossen Lösung:die Excel Liste TN-Liste WBS-Einzelveranstaltung geht jetzt wieder.
Bitte nochmal öffnen und weiter machen :)!",dummy
319989,"die Excel Liste TN-Liste WBS-Einzelveranstaltung geht jetzt wieder. 
Bitte nochmal öffnen und weiter machen :)!",eMail evidenz
319990,"leider haben wir erneut die Fehlermeldung erhalten. Es scheint auf jeden Fall mit meiner Nutzerkennung zutun zu haben, wir können jedoch nicht nachvollziehen, was genau der Grund ist. Das Versenden von Mails mit dem Zugang 11 funktioniert, wenn meine Kollegin mit Ihrer Nutzerkennung eingeloggt ist.

 

Vielen Dank vorab 

 

Viele",eMail Kunde
319990,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Fehlermeldung bei Mailversand 
Aktionsplan 
Evidenz prüft den 11er Zugang und gibt Rückmeldung",eMail evidenz
319990,"SC Abgeschlossen Lösung:jetzt aber!
Wir haben noch einen Fehler gefunden und gelöst :) jetzt sollte es reibungslos klappen.",dummy
319990,"dies ist eine E-Mail aus dem evidenz Ticketsystem. Hiermit teilen wir Ihnen den Abschluss des Tickets mit. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Fehlermeldung bei Mailversand 
Aktionsplan 
Evidenz prüft den 11er Zugang und gibt Rückmeldung 
Lösung war 
jetzt aber! 
Wir haben noch einen Fehler gefunden und gelöst :) jetzt sollte es reibungslos klappen.",eMail evidenz
319991,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Verbesserungsvorschläge 
Aktionsplan 
Evidenz prüft die Vorschläge und gibt alles an die Entwicklung weiter.",eMail evidenz
319991,SC Abgeschlossen Lösung:Evidenz prüft die Vorschläge und gibt alles an die Entwicklung weiter.,dummy
319992,Neuer SC per Telefon Problem: Rechnungsproblem,dummy
319992,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Rechnungsproblem 
Aktionsplan 
ich muss das Problem manuell lösen. Dafür muss ich einmal alleine in der Datenbank sein. 
Können Sie bitte kurz Evidenz für 5 Minuten beenden und mir Bescheid sagen wenn Sie raus sind? 
Ich schreibe eine Mail wenn Sie wieder weiter machen können.",eMail evidenz
319992,Bin raus,eMail Kunde
319992,"SC Abgeschlossen Lösung:erledigt. Ich konnte die Rechnungen in der Datenbank erstellen und Ihnen somit die Lücke stopfen.
Allerdings muss das jetzt auch leider so bleiben um die Nachvollziehbarkeit der Rechnungen zu gewährleisten. Ich weiß, das sieht doof aus. Aber Ich kann nicht einfach aus der offiziellen Rechnung …60 eine andere Nummer machen.
Ich hoffe, dass das nicht nochmal vorkommt.",dummy
319992,"erledigt. Ich konnte die Rechnungen in der Datenbank erstellen und Ihnen somit die Lücke ""stopfen"". 
Allerdings muss das jetzt auch leider so bleiben um die Nachvollziehbarkeit der Rechnungen zu gewährleisten. Ich weiß, das sieht doof aus. Aber Ich kann nicht einfach aus der offiziellen Rechnung …60 eine andere Nummer machen. 
Ich hoffe, dass das nicht nochmal vorkommt.",eMail evidenz
319993,Neuer SC per Telefon Problem: Frage zu Mailsync,dummy
319993,SC Abgeschlossen Lösung:erledigt,dummy
319994,der oberste Name wurde nicht übernommen. Warum?,eMail Kunde
319994,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Excel-Anmeldung: Datensatz wurde nicht übernommen 
Bei einer Anmeldung aus Excel wurde ein datensatz nicht übernommen. Warum nicht? 
Aktionsplan 
Evidenz prüft den Sachverhalt und gibt eine Rückmeldung.",eMail evidenz
319994,SC Abgeschlossen Lösung:Evidenz prüft den Sachverhalt und gibt eine Rückmeldung.,dummy
319995,wurden eigentlich die Rechnugs E-Mails von Herrn X X Ich musste gerade bei unserem Kunden Giesecke + Devrient die Mailadresse nachtragen.,eMail Kunde
319995,"Die Stadt Wuppertal ist auch nicht eingegeben….

 

Von: Gesundheitswelt Chiemgau <xxx@xxx.com> 
Gesendet: Mittwoch, 19. Juni +000 000 000 000:09
An: 'evidenz Hotline' <xxx@xxx.com>
Betreff: Rechnungs E-Mails

 

Sehr geehrter Herr X,

 

wurden eigentlich die Rechnugs E-Mails von Herrn X X Ich musste gerade bei unserem Kunden Giesecke + Devrient die Mailadresse nachtragen.",eMail Kunde
319995,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Rechnungsmailadressen prüfen 
Wie war bei der datenübernahme das Vorgehen beim Übernehmen der rechnungsmailoadressen? 
Aktionsplan 
Evidenz prüft den Sachverhalt und gibt eine Rückmeldung.",eMail evidenz
319995,SC Abgeschlossen Lösung:Ich habe die mir vorliegende Datei mit Datensätzen aus der Stammdatenübernahme in der Projektphase gegen den Datenbestand in evidenz geprüft und konnte hinsichtlich der Übernahme der Rechnungsmailadressen keinen Fehler feststellen. Alle in der Datei angegebenen Adressen sind auch in evidenz zugeordnet.,dummy
319995,"dies ist eine E-Mail aus dem evidenz Ticketsystem. Hiermit teilen wir Ihnen den Abschluss des Tickets mit. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Rechnungsmailadressen prüfen 
Wie war bei der Datenübernahme das Vorgehen beim Übernehmen der Rechnungsmailadressen? 
Aktionsplan 
Evidenz prüft den Sachverhalt und gibt eine Rückmeldung. 
Lösung war 
Ich habe die mir vorliegende Datei mit Datensätzen aus der Stammdatenübernahme in der Projektphase gegen den Datenbestand in evidenz geprüft und konnte hinsichtlich der Übernahme der Rechnungsmailadressen keinen Fehler feststellen. Alle in der Datei angegebenen Adressen sind auch in evidenz zugeordnet.",eMail evidenz
319995,"damit wir auf demselben Stand sind: Bei manchen Kunden haben wir eine separate Rechnungsanschrift, diese haben wir in einer Liste an Herrn X X der Projektphase gesendet.
 
Ich muss ständig diese Rechnungsmails nachtragen, zum Beispiel gerade aktuell X X Stiftung“.
 
Beste",eMail Kunde
319995,ich bin die Liste durchgegangen und habe bei ein paar Firmendatensätzen in evidenz die Rechnungsmailadresse aus der Kommunikationsmailadresse entfernt und bei zwei Datensätzen eine fehlende Rechnungsmailadresse ergänzt. Die Daten sind jetzt auf dem Stand der mir vorliegenden Liste.,eMail evidenz
319995,SC Abgeschlossen Lösung:Datensätze in evidenz manuell korrigiert.,dummy
319996,"wie bekannt haben Sie bei den Mailvorlagen nicht unsere Anrede „Hallo“ verwendet, sondern „Sehr geehrte….“. Nun schreiben unsere Kunden sehr förmlich mit „Sehr geehrte…“ zurück und dies ist nicht im Sinne unserer Kundenbindung.
 
Daher bitte ich Sie, alle Mailvorlagen auf „Hallo X X. Herr“ umzuändern. Wir erledigen das gerne selbst, können aber die Programmierung beim Gendern nicht korrekt erstellen.",eMail Kunde
319996,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Anreden anpassen 
Die Kunden sollen bei der gesundheitswelt mit ""Hallo ""angesprchen werden, nicht mit ""sehr geehrte…"" 
Aktionsplan 
Evidenz nimmt die erforderlichen Änderungen vor.",eMail evidenz
319996,"SC Abgeschlossen Lösung:Standardanrede auf Hallo X, allen Personen zugeordnet.",dummy
319996,"dies ist eine E-Mail aus dem evidenz Ticketsystem. Hiermit teilen wir Ihnen den Abschluss des Tickets mit. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Anreden anpassen 
Die Kunden sollen bei der gesundheitswelt mit ""Hallo ""angesprchen werden, nicht mit ""sehr geehrte…"" 
Aktionsplan 
Evidenz nimmt die erforderlichen Änderungen vor. 
Lösung war 
Standardanrede auf ""Hallo"" geändert, allen Personen zugeordnet.",eMail evidenz
319996,"nun erscheint „Hallo“ + Vorname. Ich bitte dies zu ändern in „Hallo X X“ (siehe unten).
 
Freundliche",eMail Kunde
319996,"vielen Dank, aber das ist wieder ein Arbeitsschritt mehr. Daher bitte ich Sie, die Anrede bei der Massenanlage von Teilnehmenden (Anmeldung über Excel) das „Sehr geehrte…“ zu lassen, bei allen anderen bleibt bitte das „Hallo“.
 
Freundliche",eMail Kunde
319996,SC Abgeschlossen Lösung:Evidenz nimmt die erforderlichen Änderungen vor.,dummy
319997,gibt es eine Ansicht der Rechnungen nur wenn diese ausgedruckt sind. Wir sind sehr an einem Papierarbeiten Büro interessiert. Daher wäre eine andere Lösung zeitgemäß.,eMail Kunde
319997,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Druckstatus/Versandstatus R 
Werden die rechnungen in der Maske ""Firmen"" tatsächlich nur angezeigt, wenn sie phsyisch ausgedruckt wurden? 
Aktionsplan 
Evidenz klärt auf.",eMail evidenz
319997,"wegen der Verwendung des Druckstatus / Versandstatus „R“ für Rechnungen hier folgende Information:
 
Der Druckstatus / Versandstatus „R“ gibt an, ob eine in evidenz generierte Rechnung das Haus bereits verlassen hat – egal in welcher Form (auf Papier gedruckt oder als PDF).
Ist dies der Fall, dann ist der Datensatz in evidenz gesperrt und kann dann nicht mehr bearbeitet werden. 
Nur Datensätze mit gesetztem „R“ werden in den Karteikarten „Rechnungen“ angezeigt und nur solche Datensätze können bei lizensiertem Modul „Fibu-Schnittstelle“ gebucht werden.
 
Der Status wird beim Versand der Rechnung gesetzt:
 
 
Wenn Sie eine Rechnung über die Vorlage „Rechnung“ nur auf Papier ausdrucken, dann müssen Sie den Status nach dem Ausdrucken manuell setzen.
Das geschieht nach dem Schließen des Word-Dokuments in einem kleinen Fenster, das evidenz anzeigt:
 
 
Haben Sie eine Rechnung noch nicht versendet, weil Sie noch eine manuelle Änderung daran vornehmen müssen, aber der Status ist bereits gesetzt, dann müssen Sie zunächst den Status entfernen.
Das können Sie in der Maske Rechnungswesen über den Button [j/n] in der Gesamtübersicht tun oder aber im Dialog „Rechnung bearbeiten“:
 
 
Wenn Sie die Rechnung dann im Anschluss an den Kunden senden, dann setzen Sie den Status wie oben beschrieben erneut.",eMail evidenz
319997,SC Abgeschlossen Lösung:Verwendung des Druckstatus erläutert.,dummy
319997,"dies ist eine E-Mail aus dem evidenz Ticketsystem. Hiermit teilen wir Ihnen den Abschluss des Tickets mit. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Druckstatus/Versandstatus R 
Werden die rechnungen in der Maske ""Firmen"" tatsächlich nur angezeigt, wenn sie phsyisch ausgedruckt wurden? 
Aktionsplan 
Evidenz klärt auf. 
Lösung war 
Verwendung des Druckstatus erläutert.",eMail evidenz
319998,"evidenz Supportanfrage
###LizenzID###11028
###AnwenderName###JEA
###Frage###Liebes evidenz-Team,
bitte löschen Sie den RZ-Auftrag bei der KD Zebardast (TN +000 000 000 000). 
Danke für Ihre Unterstützung und Bestätigung.",eMail Kunde
319998,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Ratenzahlung löschen 
Aktionsplan 
Evidenz nimmt die gewünschte änderung vor und gibt Rückmeldung",eMail evidenz
319998,"SC Abgeschlossen Lösung:löschen erfolgreich.
Dass Sie das nächste mal selbst tätig werden können:
Sie müssen lediglich vor dem löschen der Ratenzahlung selbst alle Positionen in der Ratenzahlung löschen.
In diesem Fall hatte der Kunde 6 Positionen in der Ratenzahlung. Über den bearbeiten Button kommt man zu den Position und kann einfach alle Positionen löschen.
Danach die Ratenzahlung selbst löschen - fertig :)",dummy
319998,"löschen erfolgreich. 
Dass Sie das nächste Mal selbst tätig werden können: 
Sie müssen lediglich vor dem löschen der Ratenzahlung selbst alle Positionen in der Ratenzahlung löschen. 
In diesem Fall hatte der Kunde 6 Positionen in der Ratenzahlung. Über den bearbeiten Button kommt man zu den Position und kann einfach alle Positionen löschen. 
Danach die Ratenzahlung selbst löschen - fertig :)",eMail evidenz
319999,"Ich wollte mit der 1 rein. 
 
Es scheinen nicht 2 für uns geschaltet zu sein?
 
Mit herzlichen",eMail Kunde
319999,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Lizenzprobleme 
Aktionsplan 
Evidenz prüft die Lizenzen und gibt Rückmeldung",eMail evidenz
319999,"SC Abgeschlossen Lösung:ich habe die Lizenzdatei einmal neu erzeugt und jetzt sollte es auch klappen.
Bitte einmal nochmal Evidenz öffnen und anmelden.
Wenn jetzt nochmal die Meldung erscheint, bitte weg klicken und einfach noch einmal anmelden. Dann wird die Lizenzdatei einmal geprüft und hoffentlich richtig abgefragt und Sie kommen rein.",dummy
319999,"ich habe die Lizenzdatei einmal neu erzeugt und jetzt sollte es auch klappen. 
Bitte einmal nochmal Evidenz öffnen und anmelden. 
Wenn jetzt nochmal die Meldung erscheint, bitte weg klicken und einfach noch einmal anmelden. Dann wird die Lizenzdatei einmal geprüft und hoffentlich richtig abgefragt und Sie kommen rein.",eMail evidenz
320000,"wir würden gerne KGG-Zertifikate ausdrucken und da erscheint die Unterschrift nicht bei Anneke Sonnenschein, obwohl wir Sie als Trainer eingegeben haben. (Die Unterschrift vom Veranstalter ist auch nicht auf dem Zertifikat)

Es geht um den MTO8 Kurs am 13.06 für diese Kurse brauchen wir einmal ein MTO-Zertifikat und ein KG-Zertifikat.

 

Könnten Sie uns dabei helfen? Wir bräuchten heute das Zertifikat. 

 

Danke",eMail Kunde
320000,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
KG Zertifikat mit Unterschrift 
Aktionsplan 
Evidenz prüft das Zertifikat und gibt Rückmeldung",eMail evidenz
320000,SC Abgeschlossen Lösung:Evidenz prüft das Zertifikat und gibt Rückmeldung,dummy
320000,"dies ist eine E-Mail aus dem evidenz Ticketsystem. Hiermit teilen wir Ihnen den Abschluss des Tickets mit. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
KG Zertifikat mit Unterschrift 
Aktionsplan 
Evidenz prüft das Zertifikat und gibt Rückmeldung 
Lösung war 
Vorlage bearbeitet, Unterschriftenhandling erläutert",eMail evidenz
320001,bei unserem Rechnungsformular ist die Position des Mitgliedsrabats verrutscht --> bitte alle Beträge rechtsbündig positionieren. Vielen Dank!,eMail Kunde
320001,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
Rechnungsformatierung anpassen 
Aktionsplan 
Evidenz prüft das Dokument und gibt Rückmeldung",eMail evidenz
320001,"nur kurz zur Info:
Die veränderte Formatierung tritt nur auf , wenn auch ein Frühbucherrabatt berechnet wird. Offensichtlich ist bei zwei Rabattzeilen nur bei einer eine Formatierung hinterlegt.",eMail Kunde
320001,"SC Abgeschlossen Lösung:Ein Word Serienbrief, in dem 1 Feld mit verschiedenen Zeilen und unterschiedlicher Formatierung raus kommen soll, ist so ziemlich das schlimmste was es gibt :) auch nur 1 Zeichen zu viel oder zu wenig und das komplette Konstrukt ist kaputt.
Wir haben es, für NEUE Rechnungen, hoffentlich behoben bekommen. Die bereits existierende Rechnung muss man so lassen oder manuell bearbeiten. Aber wir denken, dass wir die Zukünftigen Rechnungen wieder sauber haben.",dummy
320001,"Ein Word Serienbrief, in dem 1 Feld mit verschiedenen Zeilen und unterschiedlicher Formatierung raus kommen soll, ist so ziemlich das schlimmste was es gibt 😊 auch nur 1 Zeichen zu viel oder zu wenig und das komplette Konstrukt ist kaputt. 
Wir haben es, für NEUE Rechnungen, hoffentlich behoben bekommen. Die bereits existierende Rechnung muss man so lassen oder manuell bearbeiten. Aber wir denken, dass wir die Zukünftigen Rechnungen wieder sauber haben.",eMail evidenz
320001,"vielen Dank für Ihre Rückmeldung.
Leider passt die Formatierung immer noch nicht. Ich habe heute eine Einzelrechnung erstellt und das Bild ist immer noch das gleiche…
 
Wie könnte ich das RE-Formular manuell bearbeiten, das aus evidenz verschickt wird?
Meines Wissens geht das nur in der Word-Datei und die kann ich ja nicht als PDF verschicken.",eMail Kunde
320001,"SC Abgeschlossen Lösung:ich prüfe die Änderung nochmal.
Eine PDF können Sie leider wirklich nicht bearbeiten, das geht nur bei Word Dateien die Sie dann manuell verschicken müssen.",dummy
320001,"ich prüfe die Änderung nochmal. 
Eine PDF können Sie leider wirklich nicht bearbeiten, das geht nur bei Word Dateien die Sie dann manuell verschicken müssen.",eMail evidenz
320001,"konnten Sie schon etwas erreichen bezüglich der Formatierung im RE-Formular?
Ich habe für morgen wieder einen Rechnungslauf mit beiden Rabatten (Mitglied/Frühbucher) geplant.
 
Viele",eMail Kunde
320001,"brauche dringend Hilfe bei der Formatierung im RE-Formular!!!
	
		 
 
TN mit Mitgliedsrabatt                                                                                                                                              TN mit Frühbucherrabatt – passt                                                                                                                          TN mit Mitglieds- u. Frühbucherrabatt - passt",eMail Kunde
320001,"wir sind uns hier nicht sicher ob das überhaupt geht. 
Wie gesagt, eine Formatierung in 1 Feld mit mehreren verschiedenen Absätzen und Tabstopps und Formatierungen hängt immer am seidensten Faden. 
Der scheint hier gerissen zu sein und ich weiß nicht ob das wieder gerichtet werden kann. 
Wir könnten das komplette Feld in Gänze Rechtsbündig ausrichten. Dann würden oben der Teilnehmername aber auch nach rechts rutschen. 
Ist Ihnen das lieber?",eMail evidenz
320001,"es hat einmal schon alles funktioniert.
Wie kann es dann zu den Verschiebungen kommen?
Außer mir erstellt keiner Rechnungen in evidenz und trotzdem hat jetzt fast jeder Rechnungslauf eine andere Formatierung.
 
Wenn das ganze Feld rechtsbündig ausgerichtet wird, wird dann nur der TN-Name oder auch die Abteilung rechtsbündig ausgerichtet? 
 
Ich brauch für morgen dringend eine Lösung.
Wäre es möglich, dass mich bitte jemand ab 08:30 Uhr anruft. Ich hatte leider heute Nachmittag bei Ihnen niemand mehr erreicht.",eMail Kunde
320001,"SC Abgeschlossen Lösung:kurze Erklärung:
In Word kann man verschiedene Tab Stopps einfügen die, wenn man mit Tab ein spacing einfügt, sich dort dran orientieren.
Das kann man aber in Seriendruckfeldern nur zu gewissem maß machen. Es gibt in Word einen Zwischenspeicher, der sehr fehleranfällig ist. Das ist weder ein Problem was wir noch Sie beheben können.
In diesem Zwischenspeicher können nur bedingt viele Informationen gespeichert werden.
Wenn in einem Seriendruckfeld nun aber mehrere Zeilen ausgegeben werden muss man diesem Zwischenspeicher das irgendwie sagen. Das haben wir für 4 Zeilen hin bekommen, für mehr als 4 scheitert es aber scheinbar.
Da word vor einem Zusammenführen des Dokuments nicht weiß wie viele Zeilen wir Word nun zum anzeigen liefern hängt das an einem seidenen Faden ob das korrekt angezeigt wird oder nicht.
Auch das können wir nur zu einem gewissen Maß beeinflussen.
Bei 3-4 Zeilen (also Teilnehmer, Abteilung, Gebühr und Rabatt) kann es klappen. Sobald dann eine 5. oder 6. Zeile (z.B. der Mitgliedsrabatt) dazu kommt, weiß der Zwischenspeicher nicht mehr was er tun soll. Und das können wir ihm auch nicht anlernen. Das haben wir Stundenlang in Ihrer Rechnung probiert, es aber nicht geschafft.
Deswegen sieht die Lösung alles Rechtsbündig zu machen jetzt so aus:
das ist dann wenigstens einheitlich.",dummy
320001,"kurze Erklärung: 
In Word kann man verschiedene Tab Stopps einfügen die, wenn man mit Tab ein spacing einfügt, sich dort dran orientieren. 
Das kann man aber in Seriendruckfeldern nur zu gewissem Maß machen. Es gibt in Word einen Zwischenspeicher, der sehr fehleranfällig ist. Das ist weder ein Problem was wir noch Sie beheben können. 
In diesem Zwischenspeicher können nur bedingt viele Informationen gespeichert werden. 
Wenn in einem Seriendruckfeld nun aber mehrere Zeilen ausgegeben werden muss man diesem Zwischenspeicher das irgendwie sagen. Das haben wir für 4 Zeilen hin bekommen, für mehr als 4 scheitert es aber scheinbar. 
Da Word vor einem Zusammenführen des Dokuments nicht weiß wie viele Zeilen wir Word nun zum Anzeigen liefern hängt das an einem seidenen Faden ob das korrekt angezeigt wird oder nicht. 
Auch das können wir nur zu einem gewissen Maß beeinflussen. 
Bei 3-4 Zeilen (also Teilnehmer, Abteilung, Gebühr und Rabatt) kann es klappen. Sobald dann eine 5. oder 6. Zeile (z.B. der Mitgliedsrabatt) dazu kommt, weiß der Zwischenspeicher nicht mehr was er tun soll. Und das können wir ihm auch nicht anlernen. Das haben wir Stundenlang in Ihrer Rechnung probiert, es aber nicht geschafft. 
Deswegen sieht die Lösung alles Rechtsbündig zu machen jetzt so aus: 
das ist dann wenigstens einheitlich. Ich habe Ihnen das jetzt mal so wie oben eingestellt.
 
Wenn Sie möchten kann ich auch alles Rechts anzeigen:
 
Jedenfalls können Sie morgen ruhig, wenn Sie die Darstellung so möchten, einfach den Rechnungslauf starten.
Wenn ich alles nach rechts schieben muss, geben Sie mir nur kurz Bescheid und ich mache das alles nach rechts.",eMail evidenz
320001,"vielen Dank für die ausführliche Erklärung.
 
Nach Absprache mit meiner Kollegin haben wir uns für die Variante entschieden, alles rechtsbündig anzuordnen.
Vom Layout überzeugt es nicht unbedingt, ist aber stimmiger in der Erscheinung.
 
Bitte formatieren Sie das Rechnungs-Formular so, dass alle Angaben ab sofort rechtsbündig angeordnet sind und geben mir dann bitte Bescheid, sobald ich den Rechnungslauf starten kann. Vielen Dank für Ihre Bemühung Herr X!",eMail Kunde
320001,"SC Abgeschlossen Lösung:ich habe die Rechnung jetzt Rechtsbündig formatieren können. Es sieht jetzt so aus:
ich habe festgestellt, dass es im Feld Frühbucherrabatt noch Text gibt welches angezeigt werden kann und den Rabatt erklärt. Deswegen muss in den Zeilen ein Umbruch sein um diesen Text anzeigen zu lassen.
Ich kriege es nicht anders hin, dass es dann auch noch vernünftig aussieht.
Sie können aber jetzt damit starten",dummy
320001,"ich habe die Rechnung jetzt Rechtsbündig formatieren können. Es sieht jetzt so aus: 
ich habe festgestellt, dass es im Feld Frühbucherrabatt noch Text gibt welches angezeigt werden kann und den Rabatt erklärt. Deswegen muss in den Zeilen ein Umbruch sein um diesen Text anzeigen zu lassen. 
Ich kriege es nicht anders hin, dass es dann auch noch vernünftig aussieht. 
Sie können aber jetzt damit starten",eMail evidenz
320001,"da der arme Kollege Dittgen schier an Ihrer Rechnung verzweifelt ist, habe ich mir die Sache noch einmal angesehen und ich bin mir ziemlich sicher, dass ich den Drachen habe zähmen können.
Soweit ich das feststellen konnte, hat nur hinter dem Text für die Preisgruppen-Rabatt-Position ein Tabulator gefehlt.
Wie schon einmal festgestellt, kann man diese Tabulatoren in evidenz nicht sicher eingeben und man bekommt sie auch nicht angezeigt.
Das macht die Sache trickreich. Tabulatoren braucht es nämlich auch in jeder Artikelbezeichnung und zwar immer zwei Stück.
Falls noch einmal ein Problem auftreten sollte, wenden Sie sich bitte direkt an mich.",eMail evidenz
320001,"vielen Dank für Ihre Hilfe!!!
Immer wenn Sie den Tabulator-Drachen dingfest gemacht haben, schafft er es dennoch nach zwei oder drei Rechnungsläufen wieder zu zuschlagen. Kann man das Monster nicht restlos eliminieren?
 
Nicht nur Herr X, auch ich bin am verzweifeln – wir leiden da beide. Gott sei Dank konnten Sie diesmal wieder helfen.",eMail Kunde
320001,":(:(:(
 
 
Kann man da auch noch was machen?",eMail Kunde
320001,"ja, kann man. Sie können die Rechnungen von gestern jetzt rauslassen.",eMail evidenz
320001,"Ich glaube, ich weiß jetzt, wie das Layoutproblem nach ursprünglicher Funktion eingeschleppt wurde:
Ich denke, dass bei der Textvorgabe für den Mitgliederrabatt ein Doppelpunkt ergänzt und dabei versehentlich das ja nicht sichtbare Tabulatorzeichen am Ende des Textes überschrieben wurde.
Bitte beachten Sie:
Damit die Formatierung auf der Rechnung intakt bleibt, dürfen Sie …
*	… Anmeldezusatzpositionen nur aus dem Artikelstamm einfügen
	(Alle Artikelbezeichnungen haben einen Tabulator am Ende)
*	… Sie neu angelegte Artikel oder Artikel mit geänderter Bezeichnung erst verwenden, wenn evidenz zuvor am Ende der Artikelbezeichnung einen Tabulator eingefügt hat
*	… Rechnungspositionen nur aus dem Artikelstamm einfügen  ODER
*	… Rechnungspositionen ohne Betrag (leer, nicht 0€) einfügen (z.B. für ergänzende Hinweise)
 
Sicherheitshalber habe ich die Besonderheiten Ihrer Rechnungsvorlage jetzt in unserer Kundendokumentation hinterlegt, damit alle Kolleginnen und Kollegen „im Notfall“ Bescheid wissen.",eMail evidenz
320001,"bei Tabulator-Problemen hatten Sie mir erlaubt, mich direkt an Sie zu wenden.
 
Bei diesem RE-Lauf haben wir TN ohne Frühbucherrabatt.
Die Position „Frühbucherrabatt“ wird hier ohne Betrag mit einem Leerfeld aufgeführt.
Den habe ich in der Abrechnungsmaske dann mit 0,00 € eingegeben und damit die Tabulatoren wieder durcheinander gebracht.
Während bei regulärem Frühbucherrabatt die Tabulatoren stimmen.
 
 
-          Ist die Position „Frühbucherrabatt“ jetzt fester Bestandteil im RE-Formular oder kann diese mit einer wenn/dann-Regel versehen werden?
-          Wenn nicht, kann dann der Betrag 0,00 € eingefügt werden, wenn kein Frühbucherrabatt vergeben wird?",eMail Kunde
320001,"SC Abgeschlossen Lösung:Tabulatoren in Artikeln, Preisgruppentexten usw. eingefügt",dummy
320002,"Liebes Evidenz-Team,
 
wir haben eine kleine Änderung an unseren AGBs vorgenommen.
Können Sie uns die neue Variante bitte in der OBE hochladen?
 
Danke und viele",eMail Kunde
320002,"dies ist eine E-Mail aus dem evidenz Ticketsystem. 
Ticket-Nr +000 000 000 000
Anfrage und Zielvereinbarung 
AGB anpassen 
Aktionsplan 
Evidenz nimmt die Änderungen vor und gibt Rückmeldung",eMail evidenz
320002,SC Abgeschlossen Lösung:die neuen AGBs sind jetzt online,dummy
